item_id,recommended_item,cosine_similarity,confidence
SC101,DO102,0.0,0.0
SC102,CA101,0.0,0.0
SC102,CA102,0.0,0.0
SC102,CA103,0.0,0.0
SC102,DO101,0.0,0.0
SC102,DO102,0.0,0.0
SC103,CA101,0.0,0.0
SC103,CA102,0.0,0.0
SC103,CA103,0.0,0.0
SC103,DO101,0.0,0.0
SC103,DO102,0.0,0.0
SI101,CA101,0.0,0.0
SI101,CA102,0.0,0.0
SI101,CA103,0.0,0.0
SI101,DO101,0.0,0.0
SI101,DO102,0.0,0.0
SI102,CA101,0.0,0.0
SI102,CA102,0.0,0.0
SI102,CA103,0.0,0.0
SI102,DO101,0.0,0.0
SI102,DO102,0.0,0.0
SI103,CA101,0.0,0.0
SI103,CA102,0.0,0.0
SI103,CA103,0.0,0.0
SI103,DO101,0.0,0.0
SI103,DO102,0.0,0.0
WI101,CA101,0.0,0.0
WI101,CA102,0.0,0.0
WI101,CA103,0.0,0.0
WI101,DO101,0.0,0.0
WI101,DO102,0.0,0.0
WI102,CA101,0.0,0.0
WI102,CA102,0.0,0.0
WI102,CA103,0.0,0.0
WI102,DO101,0.0,0.0
WI102,DO102,0.0,0.0
WI103,CA101,0.0,0.0
WI103,CA102,0.0,0.0
WI103,CA103,0.0,0.0
WI103,DO101,0.0,0.0
WI103,DO102,0.0,0.0
